"Parameter","Estimate","Posterior_SD","Lower95","Upper95","Rhat","ESS","Replicate","N","N_long","N12","N13","N23","Max_Rhat","Min_ESS","Fit_Status"
"gamma23",0.49350547877392,0.107420321973146,0.286279124126548,0.706028321691514,1.00000201980772,21536.1669269693,50,500,2218,227,159,123,1.03879054712773,95.5961396214621,"success"
"alpha0_12",0.434931593824923,0.129296109733665,0.18578378628193,0.696562045001552,1.00105331538317,3485.68413218922,50,500,2218,227,159,123,1.03879054712773,95.5961396214621,"success"
"alpha0_13",0.782236687160789,0.168917999258898,0.471339148767767,1.13651958064686,1.00071595773506,2398.92581513437,50,500,2218,227,159,123,1.03879054712773,95.5961396214621,"success"
"alpha0_23",0.337265652356363,0.16357655970547,0.0165092262755502,0.664688457183198,1.00004568153404,3965.0055832094,50,500,2218,227,159,123,1.03879054712773,95.5961396214621,"success"
"alpha1_12",0.372625860886133,0.167476424135386,0.0344966706431758,0.692666405032446,1.00023001790189,4646.21907814053,50,500,2218,227,159,123,1.03879054712773,95.5961396214621,"success"
"alpha1_13",0.478581727255123,0.258490544159241,-0.0424161898265727,0.971805145935214,1.00219046850384,1985.56297875663,50,500,2218,227,159,123,1.03879054712773,95.5961396214621,"success"
"alpha1_23",0.497268412998284,0.241022689746418,0.0212796742095512,0.969346430237761,1.00031976531026,4296.24266483376,50,500,2218,227,159,123,1.03879054712773,95.5961396214621,"success"
"beta0_y",2.03274780041079,0.071915101245696,1.89309605556717,2.17422622268146,1.00035791351045,2106.11562600147,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"beta1_y",0.46854684485836,0.0369181273597506,0.397243552282393,0.54268447854448,1.00143939108589,102.932027461095,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"beta2_y",1.07626788165729,0.069292298385167,0.943120555923024,1.21538579797612,1.00582126007652,1266.63695252709,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"sigma_b0",0.984095256793955,0.0675483540443607,0.85447050780898,1.12124675171964,1.00071218672808,1853.36510002775,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"sigma_b1",0.615338097946275,0.0258590175546801,0.566890778244884,0.66852916368658,1.00029833441015,7785.40446518914,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"rho",0.364863040756544,0.0742723146288867,0.215989104631394,0.505487410784733,1.00071832999575,2454.30930392209,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"sigma_y",1.03857530337064,0.0185468210417891,1.00276624744744,1.07574676819396,1.00001759047728,13829.2314130553,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"lambda012",0.0832215000363964,0.00652115753048274,0.0709640436518551,0.0965267406728332,1.00001729317875,10127.0929131275,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"lambda013",0.0373212765642995,0.00494535079461972,0.0280240258369643,0.0473943742068458,1.00000866344676,6430.75705875726,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"lambda023",0.107551691045472,0.0107828278827139,0.0872248473501931,0.129700494079225,0.999997791941959,15855.0663280479,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"gamma12",-0.507895320241626,0.078360579949243,-0.661714365070313,-0.35429233390998,1.00073449561642,11733.1329801613,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"gamma13",0.96974994751729,0.12138229303438,0.739147701618722,1.21380315905968,1.00062673568861,5192.67423276314,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"gamma23",0.479721540618515,0.0953606423955376,0.293738783569839,0.666656270422611,1.00009828400462,24525.761503416,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"alpha0_12",0.541154235018455,0.12368466274611,0.30999928350834,0.797168449296402,1.00002200098918,3729.69087964076,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"alpha0_13",1.07136073857231,0.219341465661086,0.657694616310682,1.51942580177169,1.00015358560171,2036.65306348801,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"alpha0_23",0.279262594783914,0.161520925475626,-0.0369650621094991,0.601153784283248,1.00009800677799,4507.83322459287,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"alpha1_12",0.0533840464999704,0.158903390642506,-0.267151713590521,0.35415080799749,1.00003425632541,5291.37816122379,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"alpha1_13",-0.200627514766251,0.30708039767731,-0.822672917141327,0.378104381971839,1.00010550913728,2007.56908617765,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"alpha1_23",0.420122999136518,0.200493030244492,0.0208103759119539,0.810719412708646,1.00003337143988,5723.71645806363,51,500,2283,244,141,129,1.00582126007652,102.932027461095,"success"
"beta0_y",1.95763636319356,0.0710838160588567,1.8181684772791,2.0963892979971,1.00084326306782,2162.76332128828,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"beta1_y",0.486231113821486,0.0392595624883073,0.412380277299098,0.566752491601125,1.01392337945988,80.864123300953,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"beta2_y",1.04334710302836,0.0670564508499643,0.910155950745388,1.17360619011696,1.00105891823979,1168.48265939685,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"sigma_b0",1.03033051690057,0.06392974301872,0.908744538239732,1.15881346826359,1.00000038909586,2880.34710732857,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"sigma_b1",0.632870076174201,0.0263954364832394,0.583317685100116,0.686758843791026,1.00079982666353,8894.33268017754,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"rho",0.254768348673966,0.0718303509696163,0.111432996812711,0.392990756013665,1.00036560750297,3583.66003457292,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"sigma_y",0.98780556693308,0.0177116008791695,0.953938624841509,1.02323748902941,1.00029213635306,14219.1407762777,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"lambda012",0.0701998819295701,0.0056131658516559,0.059653277558612,0.0815903861733544,0.999995096627291,20102.3691635122,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"lambda013",0.0381497858622246,0.00494587350948856,0.0288740938401976,0.0482397280928856,1.00029902786449,6772.15264220111,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"lambda023",0.106359604060282,0.0119673518966595,0.0842151604380437,0.131011264361104,1.00010051016098,11294.5076206094,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"gamma12",-0.650262925985528,0.0754561258024709,-0.796705191363306,-0.500722858132863,0.999992953932373,27237.8014712405,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"gamma13",0.942045633040778,0.112299631446442,0.728706907923728,1.16839315601506,1.00009460694644,4845.87511838652,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"gamma23",0.74383519184682,0.122191139189978,0.508165410582677,0.985394968326644,1.00019405506671,20787.1554726435,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"alpha0_12",0.217530943299178,0.0990322381425814,0.0292090522017983,0.416955916102328,1.00017665046627,7133.83691177282,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"alpha0_13",0.952450950787485,0.173800202085778,0.6249001455197,1.30566608559208,1.00045663725181,2654.23283756697,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"alpha0_23",0.493061755125051,0.164829588528028,0.184492166431722,0.829691278137305,1.00021969724773,6009.15864797918,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"alpha1_12",0.219954221271214,0.119770672903236,-0.018636315754284,0.452156249923678,1.0005039237717,13489.7699989084,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"alpha1_13",0.42930399516392,0.226842303544888,-0.0320439034507252,0.854377444339372,1.00005735100325,2453.58089695945,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"alpha1_23",0.417110715560537,0.185190263067725,0.0452534639977356,0.775303717617504,1.00029750732392,11819.4088713406,52,500,2277,224,159,106,1.01392337945988,80.864123300953,"success"
"beta0_y",2.0368429075339,0.0770794106443284,1.88510890780911,2.18718622148305,1.0002570185742,1626.193058481,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"beta1_y",0.495926953043496,0.0381755633263302,0.41991514685441,0.568068210192133,1.0216604495162,88.4863512292087,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"beta2_y",1.03044179843204,0.0739051781256769,0.887375593870376,1.17752996710252,1.00190106292019,1015.73554243542,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"sigma_b0",1.1370281891894,0.0695202421933515,1.00400615650278,1.27759777016839,1.00250015055642,2602.29674486267,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"sigma_b1",0.604919528638265,0.025728694708292,0.556932493117563,0.657835160966036,1.00073157154353,7183.64785386598,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"rho",0.384512702715587,0.0695858037764232,0.243172063484671,0.515841201449214,1.00032195957273,2878.92212170437,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"sigma_y",0.982287292824754,0.0180137069859857,0.947589909754848,1.01849751650942,0.999990814341469,13874.0245022373,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"lambda012",0.0794915609858169,0.00593100544284157,0.0682719503226518,0.091576551318705,1.00026790432197,17436.5030725653,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"lambda013",0.0461834414515361,0.00491143538002502,0.0369928718630251,0.0562293986793502,1.00087806818354,10914.6934870261,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"lambda023",0.0983573198256403,0.0112148437980846,0.0774148415580275,0.121384182976695,1.00045462461561,7024.62504278125,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"gamma12",-0.676060023324502,0.075932686750951,-0.824634055986626,-0.527228655511513,1.00010929560076,25550.5413103116,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"gamma13",0.58746349948309,0.101317929680658,0.390164102525172,0.788623921155778,1.00000771356072,9154.66103633412,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"gamma23",0.59600037534968,0.120358227167256,0.365399738699824,0.836708729974652,1.00002626057806,10136.1497204185,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"alpha0_12",0.309885508275591,0.0992423755775999,0.117750808831722,0.507630801673356,1.00016234575182,5075.03010959989,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"alpha0_13",0.585094499431887,0.148560939367199,0.290971132037347,0.875052622202866,1.00065795208593,2929.77310515254,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"alpha0_23",0.684132109670442,0.169009066238556,0.369292291224262,1.02998613549207,1.00126832515298,3654.65392988094,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"alpha1_12",0.0382531926109597,0.159863362941028,-0.278304974362461,0.34770447175395,1.00019460937096,6213.80816180283,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"alpha1_13",0.325786989208955,0.2254415018638,-0.116472241625027,0.77106548905004,1.00168019769609,2502.2599344888,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"alpha1_23",0.184346669271055,0.240462306616312,-0.297859847012444,0.641585933802437,1.00101148198449,4482.49054298515,53,500,2219,231,160,125,1.0216604495162,88.4863512292087,"success"
"beta0_y",2.05688421214414,0.0715143090383645,1.91734356935464,2.19755850566458,1.00210386860463,2047.24453304562,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"beta1_y",0.496682895096572,0.0371376689398793,0.424271674973774,0.570613326581786,1.02095064840934,110.780218864654,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"beta2_y",0.991706188522046,0.0651903958787918,0.865252333873886,1.12111857114814,1.00088705254051,1306.77473360967,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"sigma_b0",0.974411179034174,0.0675718445969165,0.845217769173853,1.10997815312956,1.00092023902424,1869.47412304522,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"sigma_b1",0.616234810887808,0.0267085105219936,0.566493546147721,0.670955187993812,1.00024976673675,5047.56252755274,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"rho",0.41597118422204,0.0775564626047941,0.258959091817133,0.564370017929593,1.00036795395367,2252.96542287345,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"sigma_y",1.00231121395303,0.0183209374202524,0.967215021879038,1.0390384014195,1.00001322756135,12678.743642386,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"lambda012",0.0716741866851005,0.0056269432994475,0.060990858187856,0.083135540333472,1.00004418064618,15849.847879743,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"lambda013",0.0417322539097618,0.00475624961299705,0.0328115027829946,0.0514784749204757,1.00070165977777,9727.13329432629,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"lambda023",0.116954994405439,0.0129011936199917,0.0927123524037281,0.14339958676994,1.00059425815091,8237.89624508552,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"gamma12",-0.576079075092925,0.0752589933319945,-0.723589304032438,-0.428266759882502,1.00006263442123,18190.0409275379,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"gamma13",0.817884482946758,0.102309448846602,0.621641795182351,1.0234958179322,1.00003821387844,6725.61566207998,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"gamma23",0.437441898331652,0.114293866627992,0.214879759942301,0.663705224843011,1.00004893221847,20884.7250126214,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"alpha0_12",0.415716471133685,0.117701718875757,0.195779808964864,0.657482300137973,1.00072669820149,4372.16450413886,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"alpha0_13",0.776709976175712,0.189970366030151,0.415560194884606,1.16153116772766,1.00089064360769,1843.10416657608,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"alpha0_23",0.475847373393194,0.171074929930626,0.154067847149144,0.826337644123655,1.00038986271148,4673.03567717149,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"alpha1_12",-0.0218883242591605,0.152774502406808,-0.333506295967952,0.266844058993302,1.00032794314784,5650.39342565038,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"alpha1_13",0.350944039148548,0.295610406457138,-0.247602300279161,0.912383510578641,1.00268967605229,1606.77475382952,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"alpha1_23",0.486205163311184,0.210451235692688,0.0643152399506775,0.88816333008886,1.00040586521341,5942.11062336824,54,500,2215,227,158,124,1.02095064840934,110.780218864654,"success"
"beta0_y",1.91806591424874,0.0607588056649778,1.79851871575315,2.0378378710641,1.00058173869729,2757.6411542098,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"beta1_y",0.501818618968244,0.0401094417378977,0.422403456750636,0.577861129864742,1.0161465544786,76.6317855964999,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"beta2_y",0.972363314717764,0.0559032657344511,0.864122501000221,1.08210323441159,1.00094074704435,1790.34600402593,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"sigma_b0",0.663443627024403,0.0670016940976133,0.532451184734376,0.795924088566376,1.00010834545201,938.804533858484,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"sigma_b1",0.621054010262496,0.0267452784559533,0.571130603396527,0.675691483706179,1.00033451146367,6034.7272685822,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"rho",0.295274614715626,0.0977067685337319,0.106335009106204,0.486607544735896,1.00023116012884,1573.71196393276,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"sigma_y",1.01794632439054,0.0183596443531373,0.982747223125334,1.05450338282491,1.00009571826476,9630.08485058965,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"lambda012",0.0851922466648099,0.00628754268730578,0.073290634570975,0.097850594862496,1.00003292778652,18709.3180556514,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"lambda013",0.0371756748470927,0.00474140776923283,0.0282907134707765,0.0469531257705813,1.00006979809224,8447.6587992284,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"lambda023",0.105833523516935,0.0129667779665395,0.0816775123415473,0.132803251879145,1.00019620265022,6708.15747776657,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"gamma12",-0.545958979099183,0.0710439539658605,-0.685929214960221,-0.407617753862431,1.0000101906019,26735.6575419686,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"gamma13",0.784910898304688,0.108109488596943,0.580056724035923,1.00464504698136,1.00001701484858,8542.92448890104,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"gamma23",0.531084826210854,0.116275017178226,0.306861327378029,0.763300179894252,1.00027506324189,9896.56330381731,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"alpha0_12",0.453413810251313,0.200014451372931,0.0857850819859019,0.875566913825953,1.0001040929849,2833.93920858426,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"alpha0_13",1.09021033642212,0.303913626636674,0.541838242091591,1.73448424451966,1.00093588933605,1930.85243834141,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"alpha0_23",1.27786770307064,0.395290974149461,0.578461736905429,2.12864283621816,1.00229108004319,1652.61397176148,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"alpha1_12",0.0860827285940494,0.146992055300053,-0.212212422812708,0.367024547870102,1.00016470419029,4856.89248980664,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"alpha1_13",0.53389144249586,0.260055904440338,0.00149348170748443,1.01906274967364,1.00058844747716,1824.14247765719,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"alpha1_23",-0.00662850723314882,0.233970460535079,-0.508952339564652,0.409055310649882,1.00046807457725,2375.09946518609,55,500,2236,248,136,133,1.0161465544786,76.6317855964999,"success"
"beta0_y",2.12337379971739,0.0717698101633826,1.98345695173602,2.26557044693472,1.00059166140443,2045.35083700654,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"beta1_y",0.533477146728513,0.0423282255730205,0.448419346686121,0.612856392281899,1.00973781443753,73.090570293982,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"beta2_y",0.96482723985206,0.0659685661862915,0.837257884623195,1.09513380950077,1.00352277306228,1430.21845156745,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"sigma_b0",0.884093853124579,0.0715292026110613,0.748562206809251,1.02811544457283,1.00045183977482,1284.0574374467,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"sigma_b1",0.622799763827406,0.0277060331142443,0.570963862260862,0.679349730069578,1.00002129908059,6353.48954849399,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"rho",0.467322410866927,0.0850993425267527,0.294033860160685,0.626257797870663,1.0004705672822,1321.13426454474,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"sigma_y",1.02091281720499,0.0193162005792134,0.983996684513643,1.05950202401914,1.00014693883074,7979.45018890021,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"lambda012",0.0750298301923465,0.00599175653796441,0.063776791863141,0.087233898732016,1.00006102449365,8654.52128731379,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"lambda013",0.0514717978322301,0.00545753090306018,0.0411573235420894,0.0625087729171902,1.00010327939766,7217.77581317517,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"lambda023",0.108915270632815,0.0122857169979473,0.0859923730067206,0.134099660249528,1.00002746354258,10785.9730962692,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"gamma12",-0.533097347456544,0.0755882605648787,-0.681551171336314,-0.384995644127002,1.00013875130051,21206.3067903365,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"gamma13",0.690255652134762,0.0951652931200351,0.50743631329544,0.881441812545049,1.00006834043635,5689.77591385428,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"gamma23",0.545695619180329,0.109669129730323,0.336756959699442,0.766833467933596,1.00017811583665,15027.9728304395,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"alpha0_12",0.350703041532246,0.164297527290115,0.0338079096246957,0.686226997165127,1.00093567645591,3178.33422316039,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"alpha0_13",0.843405492455768,0.261991354955574,0.361498529862321,1.3912493522452,1.00256824610703,1293.30124699083,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"alpha0_23",0.581364316044982,0.240998361354455,0.134588544274517,1.0824011132503,1.00331189611838,2928.08326205504,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"alpha1_12",0.33341872397153,0.179286082655213,-0.0285637240963819,0.679609956014948,1.00059529588193,4267.96717425714,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"alpha1_13",0.0489271092780428,0.316162254601473,-0.602408930794591,0.6353085521903,1.00164053860486,1062.70085819172,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"alpha1_23",0.197003983031762,0.244156841349261,-0.300212682893858,0.659705191538365,1.00203681619234,3348.29900318663,56,500,2134,212,175,116,1.00973781443753,73.090570293982,"success"
"beta0_y",1.95837570121662,0.0748229726596884,1.81418686376178,2.10566327129693,1.00118888814526,1864.48105876382,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"beta1_y",0.483611185774427,0.047341785613924,0.393490985621692,0.57954491859421,1.0134226710175,68.6976554297601,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"beta2_y",0.950952688467064,0.0728824257423649,0.808141652718009,1.09612569641805,1.00059779478678,1187.64179028525,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"sigma_b0",1.03495252247937,0.0696603030763091,0.901925955254729,1.17493940541781,1.001890676547,1867.30916948286,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"sigma_b1",0.636597249438823,0.0275233346307884,0.585341712433235,0.69346109608416,1.00040114756032,5272.83585599089,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"rho",0.285910258198843,0.0782199126189908,0.130612674135538,0.437374747816365,1.00472160764751,1964.01182172406,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"sigma_y",1.01804899517667,0.0185623483530955,0.98246154027241,1.05492621391533,1.00016465419413,13573.014973861,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"lambda012",0.0880282600795626,0.00637356025512841,0.0759781239757713,0.101030533078477,1.00000838810262,19594.5833674497,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"lambda013",0.0411455290164974,0.00521774097079087,0.0314092418977368,0.0518498614173708,1.00005329708435,7388.4744075472,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"lambda023",0.117159193906904,0.0120758529978586,0.094786519803814,0.142450490140032,0.999997435491941,8934.93461622587,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"gamma12",-0.521925473640218,0.0736391421983265,-0.666164275251005,-0.377445737510562,0.999992500547167,27516.9729326826,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"gamma13",0.740263904749255,0.112697649244502,0.523728596990349,0.965095640298047,1.00011622795404,6096.60074617911,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"gamma23",0.470692653161047,0.108565460084595,0.261621787892084,0.686897459083484,1.00002930107161,10199.0135520676,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"alpha0_12",0.232886763903688,0.0977824236163885,0.0440274940773923,0.428403459060048,1.0000331654314,6654.35001835104,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"alpha0_13",1.05107707948868,0.187888366965882,0.687150647302721,1.42969924181955,1.00057147664887,2022.53298886402,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"alpha0_23",0.603477132496936,0.170567172041003,0.279482458700064,0.95367127281203,1.00023908557938,3957.82014091062,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"alpha1_12",0.211262778088726,0.124771364188828,-0.0355539420003655,0.454138779168694,1.00003859738898,10746.5914654682,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"alpha1_13",-0.0553962732497371,0.313002742681332,-0.660214725933431,0.568953722757888,1.00151580599614,1113.64860154034,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"alpha1_23",0.320029693286273,0.182684316452044,-0.0486500874142886,0.668643280928761,1.00004902741462,6084.3861213035,57,500,2225,245,152,132,1.0134226710175,68.6976554297601,"success"
"beta0_y",2.04254618338202,0.0697736314082044,1.9037543695445,2.1789005505095,1.00289812715773,2160.9477330356,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"beta1_y",0.505668095033147,0.0368615692855076,0.437026282526979,0.587327638541007,1.18448138962396,117.0195961702,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"beta2_y",0.834090218059143,0.066001830774313,0.704785927801772,0.96431701606609,1.00228862513132,1355.77782617501,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"sigma_b0",0.928779700682152,0.0647621602025728,0.805190836978272,1.05950965834299,1.00600335154884,2044.91227738934,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"sigma_b1",0.618115561745134,0.0265411231886024,0.56869610616999,0.672383338771385,1.00728839373905,6613.05108784406,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"rho",0.259928379587378,0.0803035812836576,0.102448427593081,0.415935665687596,1.00471014447371,2375.05005655489,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"sigma_y",1.01663222738941,0.0181752877994038,0.981768968623542,1.05286212784567,1.00029918677251,12812.7895543458,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"lambda012",0.0759452065771489,0.00582793645159943,0.0648417687575076,0.0877574526227954,1.00033291629383,12500.8350854797,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"lambda013",0.0386356841922473,0.00452935369161337,0.03019465592064,0.0479208915636139,1.00182425657678,9600.86034919842,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"lambda023",0.0897147988724753,0.0114563504999255,0.0681604117612171,0.113049353343068,1.00043025645288,7812.79463744259,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"gamma12",-0.59237926372098,0.0807939502142922,-0.750228586006947,-0.433914606529354,1.00025036323224,14845.8713094683,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"gamma13",0.757131619475348,0.10876992611654,0.546149179322557,0.97386113772057,1.00042692754861,9291.01806418332,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"gamma23",0.556290138425626,0.125953953366015,0.314462802316635,0.808277667098127,1.00048927908219,10132.8508882905,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"alpha0_12",0.508711046443756,0.120831446993709,0.280650241298144,0.757976302467244,1.00165073922122,4081.42759227824,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"alpha0_13",0.836823626225213,0.184137441422921,0.488298202624286,1.20971877452593,1.00202235536008,2486.60156024479,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"alpha0_23",0.960524517716964,0.231954424758033,0.526253969593837,1.4343276399498,1.00309790061515,2772.08726788224,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"alpha1_12",0.0260982676319812,0.14704200361145,-0.267032555577179,0.309129455810643,1.00007406989091,6877.04519255206,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
