"Parameter","Estimate","Posterior_SD","Lower95","Upper95","Rhat","ESS","Replicate","N","N_long","N12","N13","N23","Max_Rhat","Min_ESS","Fit_Status"
"alpha1_13",0.365522922472861,0.232816973859985,-0.104580638754017,0.808683405766044,1.01492430720761,2453.14760925679,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"alpha1_23",-0.0161024032609774,0.23234034771501,-0.482580908336076,0.429290505918826,1.00526828591308,4475.83935263039,58,500,2306,232,144,116,1.18448138962396,117.0195961702,"success"
"beta0_y",1.97013851956467,0.0763743710168128,1.82218141977553,2.12216978265432,1.00022372240435,1819.56936250005,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"beta1_y",0.520933179481025,0.0422867549947778,0.443416466547846,0.607250793855587,1.0311918841139,82.8470700143839,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"beta2_y",0.972155769493303,0.0718231638581071,0.833633765126196,1.11447507575798,1.00009261842087,1151.47649754901,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"sigma_b0",1.00966522447858,0.0707300942684286,0.87410032567487,1.15278994480918,1.00320913437024,1856.86435743071,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"sigma_b1",0.66550440042962,0.0298165563133747,0.609881987770796,0.726994020227041,1.00090552314833,4855.65020051002,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"rho",0.29194424938033,0.080953552465936,0.13147813997062,0.44803758481597,1.00280990349903,2255.3360354414,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"sigma_y",1.02202274034644,0.0194743831044882,0.984614170420128,1.06110617321689,1.00000603066489,11194.3924729124,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"lambda012",0.0878019609945687,0.0068220085277523,0.0749696898818827,0.101731583692527,1.00019099731565,14642.5024915757,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"lambda013",0.0528400343785078,0.00576714944944651,0.0419629736374407,0.0646210919649857,1.00137292261953,9776.91665905532,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"lambda023",0.100843580763159,0.0117395665777365,0.0791036849730993,0.124950210089664,1.00064838144112,5963.49026969635,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"gamma12",-0.614759115025767,0.0760418571352737,-0.765524730714021,-0.466517592882591,1.00000805232575,17794.5172800041,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"gamma13",0.786745643512653,0.100287273920008,0.595848985874409,0.988109696121096,1.0007960292585,5255.78077513481,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"gamma23",0.352265486286581,0.115018134478717,0.128913499544919,0.580024792513608,1.00027426608725,10780.7943317472,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"alpha0_12",0.387200896040586,0.102012483011937,0.196331054113879,0.596813921272341,1.00033054413605,5637.91636795557,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"alpha0_13",0.755959494256083,0.170883208329804,0.432373889714918,1.10602806198824,1.00116798188222,2519.6785459293,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"alpha0_23",0.692402612783098,0.180885661501299,0.355063998314528,1.06441438744088,1.00004312962874,3446.74831586233,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"alpha1_12",-0.0260117783324636,0.129227854778028,-0.283306467534043,0.221847031389296,1.0001234446273,7899.9572721216,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"alpha1_13",0.23599145050745,0.232729393209438,-0.245218576360384,0.675410256487728,1.00704862330193,1632.82212806546,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"alpha1_23",0.450784102809825,0.19716538892782,0.0538046948263788,0.825766328331724,1.00038607875233,5079.76502694353,59,500,2114,246,166,132,1.0311918841139,82.8470700143839,"success"
"beta0_y",2.02938960637905,0.0719694584901673,1.89012469293167,2.17093119913033,1.00000263772659,2187.30662737549,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"beta1_y",0.569119963972193,0.0399945977221674,0.490141057612983,0.647419482828711,1.04573914318243,89.4595838151508,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"beta2_y",0.878384211568344,0.0670825850556323,0.745267724992912,1.00882671070669,1.00248186931212,1504.04551612607,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"sigma_b0",0.899661518950875,0.0667376490795815,0.773954574233768,1.03400407210254,1.0001039028831,1624.36908997803,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"sigma_b1",0.608383023024399,0.0267215978287579,0.558326898693536,0.663070016181344,1.00063760927436,5907.62349534347,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"rho",0.250348774811769,0.0848678663604337,0.0832512943960032,0.414470394212224,1.00219573974082,2228.09584155446,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"sigma_y",1.04031635878401,0.0191768774664084,1.00332321377747,1.07869009275439,1.00011092018006,11367.830317391,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"lambda012",0.0819687841103058,0.00616274072573999,0.0703452634544585,0.0945768200141716,1.00090395339085,17437.6600841724,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"lambda013",0.0430889649608539,0.0049645914157509,0.0337536030292397,0.0531960824627163,1.00052277440614,10144.814260501,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"lambda023",0.104917191201475,0.0114130813527857,0.0834046525126182,0.128272993808362,1.00003430672382,10356.7383855509,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"gamma12",-0.511513119055384,0.0772165739422826,-0.663704094728025,-0.360787571976578,1.00005750124053,21083.4975803549,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"gamma13",0.669936941926905,0.103430974126098,0.471440679959051,0.877684760734754,1.00018933402595,8746.05864052304,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"gamma23",0.407168266577674,0.116479773095397,0.183814298731922,0.640168142189622,1.00020537503788,11146.3498309381,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"alpha0_12",0.415142573984237,0.135182960774396,0.16453492269033,0.693758907728191,1.00061514983758,3590.25464204221,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"alpha0_13",0.8593640782989,0.212079500524558,0.448145037454063,1.28452588665689,1.00052726031695,2256.16164435167,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"alpha0_23",0.69648990937256,0.206409591893286,0.316621536509131,1.12726296446351,1.00005452459294,3204.26092876227,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"alpha1_12",0.124284369497714,0.147076134140837,-0.172782011079447,0.404598646323385,1.00010507805446,5796.31185303199,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"alpha1_13",0.442750957639325,0.244808233337567,-0.0507532015651042,0.909570403650097,1.00359465547865,1970.02822223892,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"alpha1_23",-0.0944644701273662,0.216232724087299,-0.539242388776767,0.313058733851352,1.00014151223015,4721.54880564439,60,500,2191,230,153,128,1.04573914318243,89.4595838151508,"success"
"beta0_y",2.18647196652852,0.0756500438104306,2.04019861516021,2.3375905645903,1.0009103502999,1862.03101262106,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"beta1_y",0.384213991209651,0.0387710046367255,0.311026855475264,0.463485568054092,1.00303810633685,105.172403378732,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"beta2_y",1.01377603466771,0.0691870079372471,0.881147106805724,1.15053228136308,1.00196375615623,1275.92081778664,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"sigma_b0",1.08901360271127,0.0698883470569499,0.955473743911711,1.22888860756461,1.0007150478039,2285.25943751402,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"sigma_b1",0.591780462633783,0.0260999649568555,0.543116614855906,0.645055726516198,1.00006436693412,5770.64417679289,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"rho",0.251101898224675,0.0762626195813691,0.101320906599898,0.39798063075453,1.00240012421033,3058.17911299847,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"sigma_y",0.986480711979957,0.0184822042020634,0.950929926385329,1.02353055914168,1.00012130201081,13595.9741241437,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"lambda012",0.0962119128658857,0.00698863989488003,0.0830582743457415,0.110395008076278,1.00006549782921,12465.5789158804,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"lambda013",0.044198719791761,0.00544100608156365,0.0340873744057813,0.0553687504349767,1.00008470333046,8908.5158554041,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"lambda023",0.121082396376898,0.0118696113403282,0.0991197485540501,0.145539045773756,1.00000091118398,12799.1068111926,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"gamma12",-0.535320678176784,0.0715216374067641,-0.675751836280472,-0.395494608937756,0.999991053137559,22141.5311967764,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"gamma13",0.707280722827606,0.101847655086439,0.510889010687623,0.911739265063281,1.00041553053691,7145.04746288942,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"gamma23",0.557285580129675,0.108106138308042,0.34864235560394,0.771283305990157,1.00016944733395,14454.1672454117,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"alpha0_12",0.306896384238262,0.096171084727077,0.120110769404564,0.498382257229448,1.00001689053368,6367.97713756887,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"alpha0_13",0.847891504920407,0.149582494429105,0.563571089632266,1.14945221421946,1.00026857053305,3534.63727927945,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"alpha0_23",0.516889103378038,0.134328476397671,0.26774870081653,0.79453753599108,1.00000083331037,5321.87371325166,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"alpha1_12",0.226138574416918,0.133484749671108,-0.0389140223608109,0.484621054055238,1.00002169076782,9699.48024613283,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"alpha1_13",0.29923114673749,0.24316698509437,-0.194795585817392,0.764419969935052,1.00028891432731,2916.69725261686,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"alpha1_23",0.24840674600241,0.188270239116863,-0.131173262093594,0.609179435319166,1.00003437381774,7089.896083318,61,500,2121,242,155,138,1.00303810633685,105.172403378732,"success"
"beta0_y",2.01805951172758,0.0672349991992327,1.88707129059898,2.14973132590751,1.00118821811611,2220.24820173066,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"beta1_y",0.483682444518457,0.0385111099535349,0.413368636888585,0.561529704270369,1.00225644046101,77.9769469059573,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"beta2_y",1.01108770346879,0.0630218160907026,0.887061548102266,1.13505035614048,1.0006333603642,1493.42770661077,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"sigma_b0",0.858168532328074,0.0655694629057453,0.730462949402935,0.988290050497395,1.00085184057747,1605.32551855913,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"sigma_b1",0.622878776664437,0.0259236408577844,0.574461485828932,0.675588327272635,1.00004102740338,8105.10280260322,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"rho",0.233708381400319,0.0816523129657576,0.0735274930778893,0.395162023739854,1.00018318339141,2586.02801060544,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"sigma_y",0.992959339407354,0.0175361158162597,0.959427067009892,1.02808993055299,1.00000156865147,13014.8298892597,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"lambda012",0.0741707388697795,0.00593089435128969,0.0630346572081181,0.0862202979393469,1.0000378165814,11168.1137792767,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"lambda013",0.0415379770172303,0.00461822442937794,0.0329933885426328,0.0510914098704205,1.00014365875466,10961.7920370505,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"lambda023",0.0876058030477764,0.0110832161676211,0.0666543280145126,0.110237429901651,1.00062590683293,7924.68346733851,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"gamma12",-0.523639217322921,0.0788929779695519,-0.678483436911091,-0.369252840183003,1.00029235934772,15521.4871890071,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"gamma13",0.937243157786789,0.104408144734816,0.735946940097433,1.14496441968941,1.00008391154414,10315.9165983765,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"gamma23",0.622536690126801,0.127661358645154,0.379110931418543,0.880154454360796,1.00053215906197,8689.95538126452,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"alpha0_12",0.569314476821354,0.129324380289228,0.33043147375158,0.837682804018938,1.00005173696693,4557.49882095107,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"alpha0_13",0.840143732845118,0.193083271928406,0.476439913246987,1.23976219240651,1.00003367994184,2646.32503444022,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"alpha0_23",1.01084368632486,0.225357163226568,0.59265603110913,1.478035811058,1.00114206686492,3798.58744978764,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"alpha1_12",0.0929819728622078,0.137817225460036,-0.183577330707027,0.355130632037011,1.00001007226646,8279.02070202712,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"alpha1_13",0.267758130401185,0.210319693170385,-0.159161056845885,0.665245564806282,1.00008022341145,2436.57881135831,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"alpha1_23",0.255594966652504,0.202661363257973,-0.155170032823311,0.639590592455962,1.00005155891381,6617.11365600107,62,500,2305,231,154,116,1.00225644046101,77.9769469059573,"success"
"beta0_y",1.97377252851194,0.074494236542044,1.82729147565942,2.11892794737454,1.00707358879629,1749.80034994086,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
"beta1_y",0.514659581579284,0.0389635250246597,0.440546232605868,0.591960736509679,1.04463360323242,91.9915174170866,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
"beta2_y",0.890295116652134,0.0686962243464283,0.754253823381113,1.02397643413021,1.00115393888447,1107.23497691419,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
"sigma_b0",1.10720206057282,0.0685984372237469,0.975303374963677,1.24423957292812,1.00132785376729,2817.79051751089,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
"sigma_b1",0.65477160013761,0.029221139553395,0.600289673739665,0.714916913379386,1.00259054504998,5192.22238169998,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
"rho",0.287000799806,0.0740241656745098,0.137646088074573,0.427585906719833,1.00082078619637,3449.78995684409,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
"sigma_y",0.983588582078382,0.0182522934286966,0.948570078142216,1.02010593370119,1.00008299457185,13038.0850214151,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
"lambda012",0.0722008010518774,0.00561959774247757,0.0616680279564783,0.0836039143944782,1.00013233363971,18057.5720130902,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
"lambda013",0.0464791497772439,0.004905604878205,0.0373572190414575,0.0565836331557123,1.00000949432847,10707.1763822289,63,500,2226,219,165,119,1.04463360323242,91.9915174170866,"success"
